Number;Number 1;Number 2
35432;79634;15552
82420;21038;80703
51692;28851;40815
98896;22088;57871
14023;55867;32429
19786;87182;4894
26291;37770;26467
74441;64000;32258
60481;19637;97707
6301;7421;31311
16263;95390;53356
40300;84207;39243
29115;65656;46682
55529;24882;59139
66902;41142;60403
52636;25884;46066
38429;79169;97880
2833;37567;15286
82789;37346;32296
63233;65301;5451
26644;15781;24212
6401;39744;65456
38904;16929;49468
46120;10039;85315
43572;65444;28360
54326;89980;59379
61341;39861;96248
23318;64962;55443
23172;82900;44628
16796;45385;26333
50190;63977;67078
95493;27307;16817
7872;82333;42553
66859;73083;27444
88915;58524;16868
25887;35521;90515
5974;20859;10038
87204;24108;14268
66140;48453;77026
39728;81183;47392
9110;82265;94291
78708;65863;90715
6136;99635;60472
86671;52562;85622
84009;9610;60278
19717;87119;1838
21354;19173;27910
15787;64752;25368
54207;47547;96084
89660;16702;87871
17117;3128;1247
40075;36980;7044
46634;97964;21297
59061;80264;44044
20988;24513;68963
83762;88554;50511
63867;84616;94516
95732;23162;51057
3420;73036;3139
27915;41193;54564
8449;23711;11361
25976;1764;10918
57168;83613;59127
73087;36793;1455
19253;69516;70295
36436;96162;86943
39248;64358;81917
37841;26801;66197
70299;72976;28864
15095;57232;12924
10862;13030;43794
25675;31053;42825
60774;79716;5529
49410;59240;310
97472;80091;11597
29274;43914;54557
1398;92042;3419
77405;83124;29423
56449;39193;10755
739;41775;72702
75767;11400;12467
10877;63952;28047
58842;50058;38107
63758;16504;69248
85596;26517;61595
50517;5845;45620
95320;98111;51375
91144;52444;83397
90526;82147;4595
78614;66220;534
7862;3487;68566
32021;31210;97696
30741;92800;28917
45391;46393;27446
39250;62342;42976
60151;97480;88258
86666;71659;61433
2154;23936;41741
60020;47250;56928
25728;84973;21584
45050;92389;46567
86301;91256;72152
89445;18669;41402
64036;11591;49119
20716;58378;9176
28535;77023;74455
51251;97041;37246
99673;10157;38648
21204;21288;5590
31479;40476;34311
59600;12620;37027
90032;95676;97642
25953;69670;32785
85577;88086;76353
33817;273;25494
61861;67683;48227
22847;12789;26434
84750;67053;98952
51522;29072;50140
66504;9521;23288
50362;78512;80971
17231;47990;35481
90972;85655;77012
87614;31536;3831
69869;31119;88086
75067;12710;77323
74026;37867;90893
44246;91115;46166
56548;31346;50520
88081;33399;1876
41450;63390;757
80076;5029;65748
90836;96677;87338
73370;67409;89797
35636;91856;41474
79161;19157;41899
93226;40399;58663
68350;83110;43568
61625;58571;83668
79090;66251;69065
83232;13052;93801
60805;24472;72268
88182;99907;89166
12062;4638;80601
59617;58026;30673
41751;88126;60430
69203;37408;91058
14786;74476;80417
56492;57744;77069
55482;50252;62581
56137;32036;7715
27672;80540;71949
36819;43667;1489
34045;69173;35976
95450;10949;90572
99811;99211;43972
84583;84001;28732
80196;34310;99330
81929;41447;31121
60864;26528;76559
10380;92989;39211
79831;73102;82488
14093;83785;87604
35106;23441;1401
17008;6942;9443
17386;12419;91734
54024;84949;66040
62325;57544;58383
68282;69341;11651
69330;33712;54901
74574;83651;15634
71559;92382;30327
58220;49340;44574
75930;49113;76298
66864;37614;84954
98942;4542;48828
58543;75077;38179
72438;91453;23484
33334;13796;42389
54292;35668;62558
89759;71507;92237
42754;80072;10056
59589;14781;31133
24874;21530;34231
60512;31356;13025
45320;75433;3957
28117;41930;33994
99280;42384;93206
83903;21989;90273
82007;84064;63052
64755;53275;67702
36493;75102;25719
30919;33153;78167
19445;79992;35109
31000;92146;57532
87138;41202;41919
65391;68534;64511
97760;10583;44490
54414;25679;58577
35672;2369;96543
39808;63487;56157
94043;50556;89789
27584;61925;37206
25085;44497;29757
6330;60279;10717
93488;54183;89852
68733;62758;77168
39234;34639;23927
64383;17690;46466
25887;18245;62785
83435;79727;39303
81873;57945;54283
79243;20251;30214
39839;32514;609
61314;77675;41839
74381;23182;10760
54554;24039;1403
21846;42211;79487
26127;44641;28424
20740;61228;41191
94925;61646;57350
61335;29195;3041
41481;34297;23712
23756;3376;3191
61304;34482;56931
48141;34699;58707
23122;93884;67180
87748;60675;97167
90378;81723;37017
13386;39346;27173
78963;65614;53017
94721;8974;83942
22319;76912;87459
80882;15385;80394
93081;18462;67143
87858;60915;91122
16819;13703;34221
57813;3;62857
27677;42952;67619
33228;92236;22734
13778;92518;43054
31014;44508;90253
50194;71599;9255
94960;27516;80525
2940;91182;55150
67875;4646;84526
47646;5861;70488
20570;72987;39250
25644;32206;96868
19511;12824;81609
95988;92365;42994
78053;30027;75025
14262;36481;2647
30403;70025;64035
21239;13069;11996
74040;31213;26628
55553;25541;48625
16400;51668;85075
68071;11359;68576
72102;29316;61221
45157;70015;55980
63322;78755;63542
98584;89083;33884
28764;70462;45515
69872;11036;5798
40312;85609;10305
39814;88875;50418
59729;32910;86212
26935;33987;75572
21463;22494;19162
50914;85301;53253
37492;54680;7009
15032;64080;58061
48423;80799;93937
53723;62405;69891
39550;27212;67922
21758;49733;75822
17231;24480;7718
47162;20271;35214
33447;95487;14590
23483;84460;82554
22261;52597;98896
20604;51154;82201
44486;50037;5702
62911;45250;89541
55269;83868;39808
9323;45115;26959
51639;18922;5422
19871;20646;91271
57472;40094;52568
90372;25316;46349
52825;15320;30734
84872;53600;77841
11507;49730;93653
16560;56347;18804
11221;80328;11539
30295;57706;77970
9008;92379;85018
62298;94030;41742
57674;140;77833
68956;50367;99661
37809;93662;9289
72086;25520;69926
59082;57272;29370
29232;29135;20847
53778;30766;65178
34282;37613;73705
66909;58026;24558
38295;72892;58820
88626;61194;40262
67663;38928;97031
15509;51357;2780
96899;68094;24858
47627;11751;32982
46882;98614;40164
74098;88848;43498
33947;80872;51076
76891;51214;93088
68480;67987;35349
964;68061;65985
71040;1957;6773
58913;68721;5750
44213;27460;84302
26848;39083;19788
25543;77184;60695
79792;70596;7982
52103;90202;3565
4811;46100;43090
68021;27149;19533
24308;75278;34906
47503;39408;74072
55430;95033;16689
40364;60165;31542
17086;4276;34046
58322;95978;80587
90942;36907;79718
95124;16005;288
76727;62555;42511
62253;31030;76571
77368;54149;34273
47685;90662;43500
43849;44283;56427
23138;60299;52761
75203;93573;90332
18820;70301;33057
46454;52739;60816
36782;33892;75464
84457;10952;21340
53263;15947;74437
51379;28007;25641
50742;49996;22900
4577;81445;15472
44272;30320;91631
94218;80503;3192
16138;6125;43481
25555;72678;85349
78521;18266;31748
66114;33887;53338
51459;36055;14261
80908;99071;68471
70845;63101;79673
59911;93083;46242
74614;21236;24125
47297;30503;65026
26380;69261;48845
69195;50657;97737
15457;92289;28895
71699;65162;44655
74155;95357;6284
61002;10693;17170
87847;88803;36955
90233;6264;84984
15729;22857;84167
97689;5653;64641
39106;44932;50457
3749;97641;17056
67088;44998;28218
46714;93433;24443
92102;35031;61975
38503;20808;11897
72469;50405;96701
35812;79858;4633
70060;97105;98175
8373;35107;4448
56707;66224;12047
40441;71709;94266
57526;67755;11029
4775;19223;32779
61299;4068;2538
87199;56054;47641
40636;7469;36514
91925;14618;7658
92128;55462;45858
69507;12412;56067
1925;76393;17567
50145;11527;26016
77465;81556;26292
88482;24158;30865
65923;87180;69590
94878;75152;91393
12534;39577;88601
23764;35657;78070
31302;65305;78933
67023;74557;78981
11;32923;70866
47343;54918;88247
14737;55877;37517
32763;97839;51223
48651;35927;75997
87646;49757;21356
17365;75001;23725
14017;79435;36192
20552;78256;76226
3288;78934;92264
23573;41094;97958
35281;41772;21261
18161;68932;46198
65430;79927;57260
37484;27846;6642
97234;40756;51561
29670;17515;17343
14380;78137;44647
76092;84476;53902
84122;36540;40522
10142;53978;19374
48824;89052;27091
87359;10232;42977
46654;16062;36151
10668;207;95662
89293;24230;43023
5453;48159;22607
50354;26210;43023
29044;32652;76546
1467;37166;72163
92457;79159;75677
76178;1664;83965
61203;58213;54925
84800;63224;28843
78645;69718;73533
92214;37279;34021
26184;85633;71809
98046;49212;89338
99967;86351;24718
71642;921;62024
97193;75148;2878
87486;22660;49447
9074;64409;19617
17198;67287;58640
28647;67429;37711
95882;68255;76886
84162;46871;43324
75747;98285;24673
12745;92983;70229
82087;87416;58925
49690;29961;38538
27189;823;52855
60440;3998;71688
49676;38490;19254
18449;55986;88029
81785;70471;78512
63393;28459;75216
29437;93328;91374
69814;60637;3743
81290;19179;34017
33456;81932;6999
14604;94249;80817
87595;62534;11386
46813;55486;3518
30573;21961;30733
85031;51207;40352
90653;76330;28913
51832;72068;75926
77158;95566;77970
19537;56223;27043
15433;65821;74262
7954;90117;35794
44621;14153;91785
15014;27681;47075
84726;60771;84026
3160;88127;23931
39613;30356;80494
53064;50938;63982
43294;94923;7393
49615;34788;58384
4557;1823;12143
58695;89142;91440
74076;35013;17139
15321;87132;85730
71631;78175;95373
74071;95400;98685
67338;61905;525
650;4036;90486
60124;32052;15589
65408;19395;57069
87586;23963;8896
51881;93386;70218
939;97570;17423
6933;83333;28655
24114;56553;98388
53639;79201;94258
98236;96588;42979
31461;70816;31488
59872;19280;65226
81545;23924;55882
58696;85266;81460
60812;13799;46562
3357;41124;81432
28383;44642;29819
15350;9946;24550
38901;94974;261
87550;21940;51935
25535;87323;49231
26668;63798;74224
53767;61487;12785
27723;74004;68644
62701;79447;18474
45744;34192;89692
7488;54803;47421
40867;83935;5229
72272;50363;16154
63139;89250;89085
12310;22781;59801
14868;28149;99324
54937;94337;82783
89855;80513;77631
4739;15806;74339
68525;981;13470
30976;97828;93900
88023;14360;8823
46954;38775;83978
19107;40595;39148
27353;85874;48911
52957;30152;56237
98193;25982;89138
1524;606;34967
54082;76185;57773
70498;7723;69008
61280;30370;73054
57131;91832;77521
37702;75469;55863
64955;51412;2339
61737;88235;85070
2689;71968;88291
20737;96755;41050
43148;4478;69058
29627;5083;95411
24148;38860;70562
11878;93494;89883
43829;25077;41822
95729;5553;5658
73599;10557;15909
45915;67361;61931
15285;94470;82201
45031;82114;83772
77223;57762;373
45705;75765;24146
95805;52221;40012
11380;13312;67383
9420;97493;90800
88383;89572;32384
24758;53128;7705
95862;68524;31228
31956;94909;63852
16903;12837;21336
42436;30192;57206
68146;28265;76887
87377;59579;7188
53128;20536;4029
52739;15081;13387
5565;86139;73893
85741;28905;63165
65793;72989;34818
84643;51895;57262
20188;45978;22107
78055;41297;12892
13562;75905;75891
24312;99543;99369
31361;59799;6296
4402;66063;93296
95128;70437;5277
62301;73244;26371
20798;731;19305
17870;37131;95861
38488;6980;99685
68349;92;12548
25151;92669;1761
46398;87358;73575
3133;14007;86252
95948;91309;19218
86458;37910;95791
29851;39572;84726
82738;23950;59456
39593;33695;57202
66495;54118;65996
12002;68918;99368
33789;766;51452
85273;6018;11987
93351;84335;97939
81864;46577;77789
98083;39750;14722
19661;26737;83752
15037;9557;22899
80454;17755;96708
94533;25338;36962
43912;57019;97447
44847;33633;99267
43313;86029;31466
99156;75804;85861
20843;39679;10058
34617;93977;47480
73659;53407;89781
91061;61215;39749
35603;20048;72644
15967;87692;6988
83820;62819;36488
4226;75574;80883
92901;58153;14454
48483;13173;84480
11025;67918;24856
52444;80131;78416
9182;82168;85534
1572;32144;23530
54481;32015;55104
37369;49641;36971
20534;33351;95061
65079;47226;90325
94976;34664;23052
33529;21557;43234
48879;763;93097
70634;58308;50374
49722;44722;28673
97141;82429;38440
29773;31271;16736
74866;87187;31719
89347;77428;71067
28067;1750;69556
18227;78850;53175
91671;32590;93626
23473;30547;92190
60880;77413;53381
39821;61109;98868
8891;27419;11893
13776;42248;87041
70200;94547;96032
78519;6951;56427
40133;36130;53521
62550;87836;74119
18080;39495;96898
47705;73661;29990
68547;54320;43968
88443;88274;80395
44143;12660;52705
21577;2757;13589
85627;42203;36081
29684;41027;6604
25265;79191;67077
17181;76258;91436
29412;79756;67876
33806;5244;18494
37789;86680;771
33012;93326;10580
45953;71146;35513
82021;69576;47104
82674;45910;62865
11960;4114;67225
32167;72912;22574
65002;70174;37349
34787;99194;13898
62842;32466;12950
62116;88136;71949
43965;19864;42273
22501;31594;39432
16850;57585;5333
46102;27473;95139
1154;24559;47995
17821;92810;84205
37732;89260;68814
70860;76069;58927
24719;92139;96325
27682;1876;89889
32518;54823;72948
97434;12929;38649
14840;2521;36735
41230;46493;22708
36222;28420;43492
80456;4452;82470
72073;25987;40764
99285;67590;69313
25453;67996;57079
96991;1879;43717
91690;52309;61770
6774;30831;95497
58105;49363;90984
44608;22626;20339
53618;52528;15915
74212;67607;77969
57729;30772;28784
47140;45378;26619
73088;92336;14682
37289;78351;60094
89237;5614;30182
14961;98384;49415
20580;88070;54657
5541;54234;71860
57719;9910;42140
52955;9947;80424
98974;7169;82363
48378;10061;77662
29929;23277;71041
82217;58004;64621
43880;79774;91150
58674;31345;26377
66671;63882;58973
47826;26220;21379
68457;92894;26728
12190;55063;63266
88256;76029;68277
57160;26087;17173
21842;4813;34131
97253;96277;20001
10296;87129;67219
50632;60560;8439
85823;23039;55499
94089;75182;98307
89926;80491;95744
87651;33044;20240
28705;67561;47944
20307;55101;31765
53138;870;83205
48134;79678;64187
55861;91128;81271
33538;58403;40003
54554;70960;25478
74271;91888;51322
44763;35465;67730
14662;16277;71082
48093;16491;53159
26778;11887;6937
56117;72641;37304
87866;82868;70543
72814;26289;26845
68720;13797;21602
25964;3135;28717
16123;39041;84307
30656;91904;55815
32218;7024;11426
86511;5768;82707
88633;12302;40283
82349;42851;78850
83811;82970;40074
13951;66133;33907
78721;27969;16594
38024;48030;70520
47931;37085;78123
27891;46205;34343
63897;27158;66434
17605;8666;66155
56699;14625;70945
70911;28658;40294
15005;12750;52292
97767;21919;96232
73337;30056;23757
75573;39850;80064
70372;39356;64891
60908;28904;38621
33088;86422;30930
30324;97851;11862
67636;97713;81362
7379;69306;12843
92957;96229;30736
95296;81317;45742
52517;93147;81982
95750;84871;66402
14625;54644;91680
17126;99105;38527
65565;58424;89141
47839;76394;39567
30614;11433;80556
14303;33427;63014
88542;44859;52709
95921;76075;21562
41711;86469;19400
28470;79252;73344
24789;16454;5107
78554;41877;77573
31163;35342;33174
34636;39730;86777
85081;15384;83139
93614;64625;33037
22750;46010;2313
82669;4146;69927
90971;43569;2123
13594;3404;21150
40517;73637;57202
86619;30228;70023
13913;19986;33504
34106;99122;86969
15920;42802;15166
34555;71169;2977
37827;64304;56823
78675;18085;41402
37340;21546;28350
52699;70130;9347
75901;75671;33976
32985;77335;65207
16563;10798;90332
23726;14974;78289
22636;42621;48796
45349;92655;38225
12588;13481;93799
42193;86296;49581
65707;33870;439
64694;4940;25255
3399;55977;91506
40277;55161;95453
58718;31637;8333
16413;86451;43640
58028;35797;27481
83277;48257;85801
75755;621;37959
34886;46468;94595
35588;28660;22511
76590;14747;50416
32370;25064;59396
59387;45922;30429
88129;32907;34816
59662;81529;64850
72056;82671;74082
32909;17914;90061
14568;7084;19302
31599;10475;41110
32793;46280;77977
65338;88262;42871
76653;93869;36668
98332;99012;20224
94467;29300;38953
67196;98349;4009
22084;91797;77179
53569;23921;31129
43421;69629;46254
36869;72161;68236
36685;68354;62183
84210;39087;81754
15556;57519;95083
49521;50267;28682
82828;41038;49452
46880;69769;85921
84368;14082;34391
36595;74822;25292
63645;68941;96495
49501;65442;52391
73381;88538;78352
72071;32477;97828
84000;521;45181
88346;63177;8201
46433;33230;5987
12159;21359;51159
32857;40728;26770
26127;39496;62958
32992;72607;34645
90497;40917;71111
60414;61038;49641
88842;76852;87378
82254;91349;90766
49174;64982;4977
74109;22982;65538
50092;39300;30169
99908;89632;70762
36221;3811;68466
60879;22906;29743
71817;73146;14059
87323;63975;68569
17442;44896;79274
53297;47247;2829
35327;12564;20902
29373;94077;22307
39705;46423;40217
62173;88972;14463
20137;57881;87634
84206;3698;88001
78043;84013;42164
50041;68693;81419
61621;80030;82913
70613;60273;70092
96422;24829;97677
56013;44182;57942
59776;4890;5141
41435;76685;48241
31261;13350;60336
9572;47319;65380
71876;9055;33920
64034;36544;46525
79245;3753;94178
41269;80760;52031
89203;24800;9109
89141;9383;39612
40621;46757;3144
6411;42481;99092
97491;58462;9775
7196;74709;56639
95163;11345;75971
47696;86102;996
42720;15871;65865
76897;20573;56177
22133;88492;14677
29248;22864;82055
95850;73884;90942
57499;78030;31522
74770;24699;22524
74435;36999;53541
47959;95620;53896
57990;41783;6544
28789;85154;69619
35000;30239;64056
93797;72290;70275
15928;52993;43344
88512;75086;23810
55456;53648;7600
8818;7254;33386
12529;20154;21638
64223;88637;15648
7196;99396;70454
63409;44315;31225
77850;20848;70162
44584;86570;24726
65739;77472;39811
53434;98708;25676
90429;76418;42512
1736;95341;38109
86049;8315;23523
76566;36517;65577
32840;88346;39650
48091;4659;52062
39971;2918;45313
1707;54909;9729
98532;89136;75686
42951;21498;46328
45884;30099;17615
61407;47364;86835
72165;25002;11818
49396;79562;47409
45395;90068;56712
26067;44908;85955
92914;23679;56910
30431;65254;70777
59597;27954;50504
25116;35855;77914
27329;27110;96969
80836;29915;27015
53965;25980;92601
75321;31958;64795
32402;61251;57498
54453;41156;55707
40564;62582;63520
48050;61913;12711
37627;37781;8753
53307;43937;61714
55821;21302;4201
55236;24524;91350
77921;74796;88260
69732;78521;37186
90422;60144;68361
86650;52874;51780
92588;97177;29670
80311;26545;7308
29549;96425;70128
55796;96722;82866
93927;61117;22328
79000;54295;71006
61678;44160;63961
68740;53677;97177
17722;75355;50374
87220;73225;7649
90361;24448;46424
67402;42356;58382
4771;98019;6402
68738;25301;97914
32921;16670;42154
61540;19879;17712
67023;78565;70947
88996;87384;28791
84204;46036;28076
53654;10012;55044
65771;19714;55884
43332;95380;97198
48776;79673;82503
34477;69382;99487
74275;71489;43243
10695;81365;59020
76999;71886;15897
60551;75669;90201
88049;67587;87545
50506;17878;85554
1384;21645;39189
25415;38907;43997
67643;23595;42252
20961;8163;75605
98593;6182;8366
99962;32835;43678
35190;50239;85908
16322;51266;53237
40354;88935;35573
71399;62735;17351
11106;2126;95057
54798;5644;44230
66376;15809;13764
15306;40509;67369
7689;40815;45547
77784;65404;11926
16184;3886;38783
7312;8252;82993
45817;11681;51404
39342;89453;40311
29642;11439;41785
92532;11341;52868
58780;7017;7474
78723;95093;34907
96867;82518;46335
16450;49087;58744
1801;53115;3043
50962;80998;24306
46823;88831;45722
3421;79117;90587
76041;80465;61407
71575;95120;77270
37850;86407;33076
284;92531;17373
84488;12381;67408
65205;81609;23252
89806;61085;71726
3125;97076;54989
46329;21237;91520
45790;65074;86276
5678;50754;7428
61719;95245;60532
71173;66535;16786
69706;35443;17805
7558;96332;73292
55520;21471;78094
78103;54036;71631
84606;78301;26516
29299;87567;19430
33322;34660;9110
8894;1792;68916
30781;32524;8343
8467;58368;49034
33633;5389;97903
60888;44787;35776
54860;74105;21033
19166;95752;66587
46828;70942;86108
15142;63092;13385
58276;23176;82785
92974;23381;18925
99225;93342;67200
62226;203;15545
83470;16581;90445
26393;46048;23054
93183;75610;80549
91822;90472;51239
35985;19452;89894
7196;62843;61718
55150;65259;35615
58981;86331;70045
10615;15870;36660
74433;30028;38660
68679;51669;89578
89063;37640;25426
6768;77429;4671
98076;2548;56553
82598;88630;95662
24981;19555;93986
99563;49976;46594
6108;65444;2045
69235;18300;71731
88260;54939;44481
42914;7646;25904
40689;19279;50992
68977;93291;45169
23836;45453;16295
27530;3254;69542
48221;82017;99993
3854;69960;62088
64472;40176;21755
26518;37053;71044
79604;75575;5990
74248;84220;58476
23749;6542;52766
91369;30489;70182
73872;78988;82529
51801;20190;4271
29235;1126;70274
4785;32266;80279
72789;78798;22861
26896;7990;75602
38636;23590;82149
87663;54873;93375
45908;28475;5592
17504;40354;85453
74498;73116;1912
85547;32393;85158
65307;53936;63160
91675;7003;28635
75571;45718;61449
99669;91586;99991
79551;28201;94710
15145;84340;36337
77093;76151;87980
62632;17973;4129
39666;99365;34717
56336;33972;18357
662;41482;76015
80517;75967;92801
91531;8729;89221
48825;15145;72504
71542;56371;83401
77533;24242;95842
9774;97201;80103
44528;6812;1270
35150;27159;41541
16323;45185;53689
6935;70886;37673
99141;1962;46412
95784;45611;84374
50966;30050;61371
30417;66951;94611
36875;3000;41332
74118;31351;52476
45172;80608;24019
48397;46928;23650
55932;99052;90461
29568;21508;40866
14524;29372;56595
82427;12636;10245
90639;26334;46053
56505;56595;68864
15508;44441;69328
26007;96910;6732
8775;44257;92020
59971;54201;51702
60650;52595;66839
95406;65751;49524
66220;89305;40907
95174;24057;70985
39357;68633;84589
12809;70772;91439
30104;59709;2318
35173;42196;63164
5134;31585;71274
8589;55555;4837
52234;69360;75901
99897;1173;63056
56927;66378;76723
40941;68329;77771
89464;40704;62109
15384;12057;68123
46764;27917;49477
66071;32258;51393
46847;10344;40450
19286;69970;62916
50065;18715;74092
9256;35287;21179
8892;3910;44925
53806;20858;24469
98134;5547;68675
19738;23291;81117
99314;7197;51837
21794;60962;942
16880;45325;75550
75802;35525;56963
77991;46278;43387
55966;23198;90022
54325;83913;72463
56400;99220;41784
33728;6102;57608
3765;86036;33329
90581;65231;38762
84598;69758;64339
15639;93834;98665
87671;68783;59804
8858;43472;31453
76009;51818;94242
3882;17327;38424
63089;89306;4159
25082;44521;35519
83717;59875;35870
60547;76939;58089
44346;3141;78752
36465;93634;32713
44106;26500;39954
57467;81050;98351
33897;20140;44740
14277;96961;96052
82369;69556;60082
34019;43233;59573
89714;41712;37046
75632;80026;87498
91996;20680;38353
25553;6505;26458
64635;95658;37923
94845;90186;58137
2882;72331;90802
59850;14419;258
75541;94971;90620
31272;26979;22921
926;73095;7457
52861;28686;31388
86501;74659;87147
43041;36934;44740
95189;25786;99134
8328;38701;31346
40530;33268;80936
59749;34829;22716
33935;8001;38320
17728;549;60624
45882;42386;18404
67361;21116;88477
23203;55907;53280
15028;68634;94776
98679;2152;50480
90735;25000;58953
64245;98222;72767
3784;61799;56266
64888;11873;35465
56410;93139;34073
34527;71892;47249
96510;20743;29126
56373;23462;61054
79848;15354;12080
35438;32322;43451
72244;2019;19200
69805;12002;2706
66896;54776;14542
11906;23683;5110
67580;45493;53205
18479;43987;2102
59976;27126;13392
35766;30536;39697
41515;19088;7490
1882;68107;89007
94107;76596;25938
63603;65340;98750
87934;18833;79646
24685;38714;75833
10049;7887;99584
35125;67064;10249
14701;2806;29377
9122;54035;10651
26236;185;28732
56544;64469;49855
95925;73950;39217
84305;82884;51904
32399;99409;23471
47153;61203;85156
7105;37375;92718
29377;27908;16087
46870;98139;45505
10852;85561;74469
17168;55379;22537
76550;45011;7042
89645;19051;90147
82479;4556;18523
91530;98230;12712
16585;49198;77121
10005;13781;37783
56179;77151;3354
41339;41933;51672
59369;23274;81152
76039;87719;9180
95559;88964;45866
52668;40863;36181
94638;93078;19002
52422;18154;20687
31765;26694;76876
36814;91165;97952
20587;49902;9867
87562;73893;59829
67368;70750;11096
33234;9699;53085
40220;75405;29788
26962;73207;823
74751;96446;55741
66714;53344;319
51913;36066;65546
88632;21281;12511
19832;36355;81162
64373;52315;82332
96799;27269;48018
5499;70292;48718
95089;56871;48773
91687;78607;63699
82655;5805;39358
46295;34912;96499
32149;14174;71527
45582;77950;19898
8292;82002;23557
1374;62157;13237
72853;22575;25794
61087;67180;99364
47630;38882;19143
173;79880;16549
11594;43159;63426
80266;44139;30660
87442;63030;10557
85529;89616;87337
91980;20895;74354
83732;49625;26330
3193;35352;99941
23015;81563;85803
36630;74393;18132
60689;27350;83904
65982;74145;43093
53253;88867;51654
62555;3684;26147
32457;14166;11814
29237;32141;71705
67175;81619;10330
89666;75757;58046
40935;27017;86228
79610;65389;36843
99581;65287;98691
68216;51463;4900
28562;81849;41512
20969;69060;27255
6307;68666;226
96436;23511;68095
94038;19392;22644
13082;83384;62735
12129;26940;98216
35475;71460;9185
63989;29128;67718
95900;26528;54293
67771;85021;23561
82836;71883;32284
25309;91838;47818
17714;95536;29327
37023;74529;75535
40158;99314;76408
74350;60411;16944
55631;52617;79655
84533;42696;77444
11418;92363;27834
97453;67472;822
64703;93301;95272
98343;32484;8108
25240;3371;90611
50549;73225;56495
84064;62716;93905
82742;18057;99480
29690;92540;758
6007;91749;39824
53644;17835;37941
85076;11091;48917
89941;89717;91868
54697;87110;29671
89043;82821;73838
31363;95499;87678
10023;27675;67094
87585;7465;9495
88652;37147;88691
78394;9656;18396
16242;22792;10196
17896;5450;27816
40425;52592;91304
49752;72114;78266
40813;7081;30477
90925;75222;26902
92170;61273;29476
78831;80598;93399
16277;37848;90843
12852;86203;97233
76611;17266;56580
53465;10673;93027
23020;62424;20449
3254;63803;87302
20174;75975;67552
42819;64760;44471
35515;54553;2025
84471;68671;31156
27767;1002;89166
64834;86593;67774
5765;65610;53455
60097;16625;3935
52654;21675;48626
90995;4331;25204
16092;22003;13606
35186;41267;84400
66079;930;44421
23730;10001;41931
39132;62392;75685
92903;57797;1797
65886;35189;98005
85557;2656;94722
36394;89539;81939
49903;58375;16619
18191;89428;52502
9124;74181;28933
46961;5201;87159
4661;43789;83199
87314;40268;92679
14285;82232;97820
11608;23151;11170
64290;47522;64251
4696;54014;90946
95978;76620;80070
42033;22128;45254
52073;71580;28439
76252;86176;34224
53183;72934;21889
919;7130;49670
15728;68542;12898
16683;65851;98270
67608;78036;37064
62249;65202;3973
61537;79703;36246
3123;94159;39834
67889;77837;32410
70349;58100;35339
82726;27023;47337
39868;75378;17446
38126;22341;59194
9894;74779;68809
24385;47095;18148
8985;31861;20274
51311;1073;68140
75636;98487;28788
40026;73100;13047
84397;56042;73684
21515;63940;5208
44349;53668;60475
75381;12520;49426
1640;79777;96451
33439;62900;65666
51556;97893;16139
41079;75053;29791
21815;91604;39009
96630;82040;21140
57163;14502;11213
79983;96320;18463
51112;63100;24817
51589;62869;50441
54710;46192;94515
84941;6464;76569
17323;35881;44254
83318;22361;87237
48677;47670;21635
60255;77146;69350
74241;34245;87511
97327;95822;25099
70787;65803;72507
89403;37979;10795
90005;49134;21482
43731;76061;97338
44625;46647;77758
7089;95681;63942
36779;90943;21539
61686;26265;47839
54455;79801;97968
80585;96654;60257
467;96814;14137
89885;88634;42582
8695;3267;45532
51958;50975;30892
13744;33373;83008
12315;68543;89472
78724;6920;8919
54267;55423;61667
87340;89721;3153
7463;5166;68037
20984;50275;78218
40845;93579;83299
21970;82519;47930
10233;71137;99283
38257;89021;53362
5635;1545;50742
71198;80360;60951
45456;8677;32730
94889;18324;42115
24419;36930;49706
16889;94372;77481
5916;96342;23287
55571;40266;27551
71070;52392;81775
11531;40792;40447
47486;26749;44217
22642;4463;67276
94845;25395;17746
84294;29272;51440
68169;10926;70478
35553;81093;65509
34941;43336;49086
19739;10528;53389
1269;20535;47504
28608;57301;34774
47894;86590;43478
3733;41596;95161
68718;11716;22772
20273;79342;21499
52256;51404;58459
35176;86803;28506
46191;24175;65404
20467;29456;61515
73719;90543;52826
13960;46620;91418
42663;47469;85550
20304;1281;37087
48122;60126;59495
35300;70020;28870
61341;53613;85149
98514;99283;88173
99129;74003;4952
48661;83553;2061
71255;60883;88548
11599;1117;32060
9419;73603;74894
20454;91866;21570
21636;13986;3901
37288;83710;84
55774;20905;91719
85876;4983;93379
62268;97681;73519
91425;67529;11068
75839;54780;21737
27714;16823;26869
12043;68872;18512
35366;3176;96115
93301;91771;92290
65447;46234;14418
28602;55373;95298
46246;88036;9249
29144;14861;95312
79797;81930;97111
1190;14683;33232
91658;60724;39165
90643;57812;32581
12307;29344;57500
32150;88526;58223
3225;12794;11953
14340;75148;23969
4345;3979;96405
88216;49973;47392
3792;47149;27082
72938;28853;25715
60740;12496;30593
69514;56682;93637
5777;59231;58191
52010;77980;13623
29724;86850;70389
8405;69291;53501
50764;27920;20432
5655;61998;71247
70225;80779;71026
79034;35470;4194
18155;33097;76651
59304;98369;75351
99896;74914;5418
92220;42668;56383
41582;6325;64213
37856;82632;79544
